Source_Name,Energy_Flux100,Unc_Energy_Flux100,PL_Index,CLASS,RA_Counterpart,DEC_Counterpart,Redshift,SED_class,nuFnu_syn,Highest_energy,ASSOC1
4FGL J1934.3+6541,3.68E-12,5.54E-13,2.8572712,fsrq,293.4889053,65.67134125,1.687,LSP,4.72E-13,-inf,TXS 1933+655
4FGL J1934.5+6139,3.68E-12,5.54E-13,2.1847978,fsrq,293.6695251,61.64489365,1.749,LSP,4.03E-13,-inf,GB6 J1934+6138
4FGL J1937.2-3958,1.19E-11,7.83E-13,2.6610827,fsrq,294.3175723,-39.96709813,0.965,LSP,1.62E-12,-inf,PKS 1933-400
4FGL J1939.5-1525,3.33E-12,6.64E-13,2.4169264,fsrq,294.861074,-15.42862736,1.657,LSP,4.43E-13,-inf,PKS 1936-15
4FGL J1951.8-0511,3.56E-12,7.14E-13,2.365637,fsrq,297.9477852,-5.162211717,1.083,LSP,6.11E-13,-inf,PMN J1951-0509
4FGL J1955.4+5132,8.76E-12,7.94E-13,2.5535762,fsrq,298.9280761,51.53015171,1.214,LSP,2.05E-12,-inf,OV 591
4FGL J1957.1-3231,4.10E-12,7.45E-13,2.5789976,fsrq,299.2477303,-32.42944642,1.242,LSP,1.55E-12,-inf,PKS 1953-325
4FGL J1958.0-3845,3.32E-11,1.10E-12,2.3396666,fsrq,299.499247,-38.75176554,0.63,LSP,4.59E-12,17.0084,PKS 1954-388
4FGL J1959.1-4247,1.07E-11,8.28E-13,2.4561324,fsrq,299.8053239,-42.76875348,2.174,LSP,1.38E-12,-inf,PMN J1959-4246
4FGL J2000.3-2930,8.34E-12,7.54E-13,2.466053,fsrq,300.0706977,-29.50734391,0.652,,0,27.2536,PMN J2000-2931
4FGL J2000.6-1328,5.64E-12,7.60E-13,2.5011346,fsrq,300.1756046,-13.42598141,0.222,LSP,5.77E-12,-inf,TXS 1957-135
4FGL J2000.9-1748,1.73E-11,8.87E-13,2.2684531,fsrq,300.2378768,-17.81602018,0.652,LSP,5.65E-12,110.674,PKS 1958-179
4FGL J2005.2-1822,3.98E-12,6.97E-13,2.4821615,fsrq,301.3220548,-18.3675894,0.868,LSP,3.46E-12,79.3316,PKS 2002-185
4FGL J2005.8+6424,2.83E-12,5.55E-13,2.366799,fsrq,301.5737273,64.41261609,1.574,LSP,1.58E-12,-inf,87GB 200541.3+641601
4FGL J2005.9-2309,1.33E-11,8.95E-13,2.4980505,fsrq,301.4858146,-23.17416923,0.83,LSP,1.65E-12,-inf,TXS 2002-233
4FGL J2007.2+6607,4.19E-12,7.97E-13,2.5809913,fsrq,301.8698796,66.12292643,1.325,LSP,5.01E-13,-inf,TXS 2007+659
4FGL J2010.0+0726,5.74E-12,8.55E-13,2.6166403,fsrq,302.4812809,7.453796436,0.762,LSP,4.89E-13,-inf,TXS 2007+073
4FGL J2011.6-1546,4.76E-12,9.60E-13,2.8164773,fsrq,302.8154622,-15.77784827,1.178,LSP,3.38E-12,-inf,PKS 2008-159
4FGL J2015.4+6556,3.59E-12,7.54E-13,2.5374777,fsrq,303.9807026,65.91462729,2.845,LSP,5.34E-13,-inf,S4 2015+65
4FGL J2023.6-1139,1.00E-11,8.21E-13,2.1108837,fsrq,305.9029215,-11.66619192,0.698,LSP,5.38E-13,12.9619,PMN J2023-1140
4FGL J2024.6-3252,1.26E-11,7.16E-13,2.4765327,fsrq,306.1482351,-32.89330893,1.465,LSP,1.29E-12,17.3765,PKS 2021-330
4FGL J2025.2+0317,8.44E-12,6.91E-13,2.17633,fsrq,306.290134,3.279029006,2.21,LSP,5.04E-13,32.3584,PKS 2022+031
4FGL J2025.6-0735,8.66E-11,1.66E-12,2.2898736,fsrq,306.4194184,-7.597969133,1.388,LSP,6.02E-12,52.7626,PKS 2023-07
4FGL J2026.0-2845,4.09E-12,5.99E-13,2.578417,fsrq,306.4733868,-28.76352717,0.884,LSP,4.41E-13,-inf,PMN J2025-2845
4FGL J2030.2-0620,4.47E-12,6.83E-13,2.403819,fsrq,307.5630792,-6.370814767,0.667,LSP,7.49E-13,57.3379,TXS 2027-065
4FGL J2030.4-0502,1.80E-12,4.63E-13,2.002924,fsrq,307.5934516,-5.053548975,0.543,LSP,1.41E-12,45.7892,TXS 2027-052
4FGL J2030.5-1439,2.48E-12,4.58E-13,1.8650532,fsrq,307.6163494,-14.65475653,0.234,,0,43.8585,NVSS J203028-143918
4FGL J2034.6+1154,1.06E-11,1.22E-12,2.5398796,fsrq,308.6546234,11.9087179,0.607,LSP,1.26E-12,10.3086,TXS 2032+117
4FGL J2035.4+1056,5.88E-11,1.72E-12,2.390672,fsrq,308.8430555,10.93521893,0.601,LSP,3.02E-12,53.285,PKS 2032+107
4FGL J2040.2-2506,2.71E-12,5.07E-13,2.4552956,fsrq,310.0365539,-25.12962875,1.574,,0,-inf,PKS 2037-253
4FGL J2047.1-7400,1.69E-12,3.99E-13,2.6502583,fsrq,311.7381592,-74.00114441,0.526,LSP,2.43E-12,-inf,PKS 2041-741
4FGL J2050.4-2627,5.22E-12,6.37E-13,2.2193902,fsrq,312.602891,-26.47168255,1.633,LSP,1.11E-12,-inf,PMN J2050-2628
4FGL J2056.2-4714,6.75E-11,1.25E-12,2.4534748,fsrq,314.0681659,-47.24656327,1.489,LSP,8.42E-12,56.2388,PKS 2052-47
4FGL J2101.4-2935,4.08E-12,6.13E-13,2.8067174,fsrq,315.2569166,-29.55773229,1.492,,0,-inf,PKS 2058-297
4FGL J2108.5+1434,7.01E-12,7.05E-13,2.765415,fsrq,317.1709673,14.50750351,2.017,LSP,2.71E-13,-inf,OX 110
4FGL J2110.2-1021,2.94E-12,6.24E-13,2.5506694,fsrq,317.5040791,-10.3492555,2.5004,LSP,5.57E-13,-inf,PKS 2107-105
4FGL J2110.3+0808,7.22E-12,7.43E-13,2.396214,fsrq,317.5403195,8.165384492,1.58,LSP,4.55E-13,-inf,PMN J2110+0810
4FGL J2114.8+2831,4.38E-12,8.04E-13,2.7117903,fsrq,318.7430567,28.54922129,2.345,LSP,4.11E-13,-inf,B2 2112+28B
4FGL J2115.4+2932,2.35E-11,1.17E-12,2.3304124,fsrq,318.8725561,29.56065749,1.514,LSP,1.14E-12,19.9782,B2 2113+29
4FGL J2118.0+0019,2.92E-12,5.63E-13,2.5723736,fsrq,319.5724938,0.221335875,0.463,LSP,1.10E-12,-inf,PMN J2118+0013
4FGL J2119.6-1105,3.31E-12,5.50E-13,2.3651042,fsrq,319.9161703,-11.10408244,1.844,LSP,2.50E-13,-inf,PKS 2116-11
4FGL J2120.6-6114,4.09E-12,5.42E-13,2.2919993,fsrq,320.2669678,-61.1901741,1.017,LSP,6.46E-13,-inf,PMN J2121-6111
4FGL J2121.0+1901,2.20E-11,1.11E-12,2.2199636,fsrq,320.2525277,19.02452203,2.18,LSP,1.52E-13,37.2822,OX 131
4FGL J2123.6+0535,5.53E-12,6.17E-13,2.389792,fsrq,320.9354892,5.589470283,1.941,LSP,2.25E-12,29.1975,OX 036
4FGL J2135.3-5006,1.32E-11,6.19E-13,2.430213,fsrq,323.8339626,-50.11437001,2.181,LSP,3.13E-13,11.9927,PMN J2135-5006
4FGL J2136.2+0032,3.49E-12,5.67E-13,2.8774724,fsrq,324.1607764,0.6983924194,1.941,,0,-inf,OX 057
4FGL J2141.8-3727,7.23E-12,5.46E-13,2.6226625,fsrq,325.4685375,-37.48694199,0.423,LSP,1.07E-12,-inf,PKS 2138-377
4FGL J2142.7-0437,2.81E-12,5.18E-13,2.29698,fsrq,325.653757,-4.628753456,0.344,LSP,2.09E-12,-inf,PKS 2140-048
4FGL J2143.5+1743,7.24E-11,1.39E-12,2.4942126,fsrq,325.8981024,17.73021878,0.211,LSP,1.00E-11,182.526,OX 169
4FGL J2144.3-7802,3.85E-12,6.83E-13,3.060905,fsrq,326.6252897,-77.93187071,0.732,LSP,1.50E-12,-inf,PKS 2141-781
4FGL J2145.0-3356,1.46E-11,7.88E-13,2.2998946,fsrq,326.2547189,-33.95455328,1.36,LSP,9.38E-13,20.3219,PMN J2145-3357
4FGL J2146.4-1528,5.74E-12,6.04E-13,2.7959394,fsrq,326.5957472,-15.42885712,0.698,LSP,2.67E-12,-inf,PKS 2143-156
4FGL J2148.6+0652,5.51E-12,7.40E-13,2.8035858,fsrq,327.0227445,6.960723389,0.99,LSP,1.65E-11,-inf,PKS 2145+06
4FGL J2150.7-2810,3.40E-12,5.32E-13,2.1577048,fsrq,327.7211998,-28.21161511,0.865,LSP,9.45E-13,34.1953,PMN J2150-2812
4FGL J2151.7-2749,6.09E-12,6.96E-13,2.7142756,fsrq,327.8414612,-27.7064724,1.485,LSP,2.62E-12,-inf,PMN J2151-2742
4FGL J2151.8-3027,3.46E-11,1.02E-12,2.8536994,fsrq,327.9813499,-30.46491614,2.345,LSP,1.36E-12,-inf,PKS 2149-306
4FGL J2153.8-1137,1.05E-11,7.26E-13,2.5523343,fsrq,328.4593427,-11.60391955,1.582,LSP,1.68E-12,11.2851,PMN J2153-1136
4FGL J2156.3-0036,6.89E-12,6.62E-13,2.249129,fsrq,329.0614914,-0.6179428806,0.495,LSP,1.96E-12,-inf,PKS B2153-008
4FGL J2157.5+3127,3.32E-11,1.11E-12,2.3106365,fsrq,329.3700995,31.4503755,1.486,LSP,2.80E-12,54.5963,B2 2155+31
4FGL J2158.1-1501,9.52E-12,8.04E-13,2.1813343,fsrq,329.5261745,-15.0192579,0.672,LSP,3.50E-12,61.1409,PKS 2155-152
4FGL J2201.5-8339,2.26E-11,1.41E-12,2.5543993,fsrq,330.5801549,-83.63661948,1.865,LSP,1.26E-12,17.6488,PKS 2155-83
4FGL J2203.4+1725,3.58E-11,1.14E-12,2.3208747,fsrq,330.862057,17.43006881,1.076,LSP,1.01E-11,62.6172,PKS 2201+171
4FGL J2207.5-5346,8.32E-12,5.10E-13,2.4354997,fsrq,331.9322221,-53.7760611,1.215,LSP,1.50E-12,56.8271,PKS 2204-54
4FGL J2212.0+2356,1.10E-11,8.60E-13,2.2121663,fsrq,333.0248597,23.92792885,1.125,LSP,7.91E-13,45.4743,PKS 2209+236
4FGL J2212.8+0647,6.58E-12,9.21E-13,2.486292,fsrq,333.2118304,6.769094731,1.12,LSP,1.61E-12,27.4165,TXS 2210+065
4FGL J2212.9-2526,5.19E-12,4.88E-13,2.2551353,fsrq,333.2604083,-25.49168906,1.833,LSP,2.04E-12,25.2925,PKS 2210-25
4FGL J2216.8+3103,3.04E-12,6.23E-13,2.5769367,fsrq,334.1779602,31.04315675,2.462,,0,-inf,S3 2214+30
4FGL J2219.2+1806,1.40E-11,8.92E-13,2.2830312,fsrq,334.8087187,18.10988357,1.071,LSP,3.52E-13,28.3111,MG1 J221916+1806
4FGL J2219.2-0342,4.61E-12,6.58E-13,2.6821742,fsrq,334.7168239,-3.59357765,0.901,LSP,7.85E-12,-inf,PKS 2216-03
4FGL J2221.9-3504,2.51E-12,3.99E-13,2.676793,fsrq,335.6127526,-35.16389099,0.298,,0,-inf,NVSS J222227-350942
4FGL J2225.6+2120,4.73E-12,6.35E-13,2.8110652,fsrq,336.4085297,21.30178197,1.959,LSP,4.95E-12,-inf,PKS 2223+21
4FGL J2225.7-0457,1.38E-11,8.91E-13,2.4254725,fsrq,336.4469137,-4.950386322,1.404,LSP,1.30E-11,-inf,3C 446
4FGL J2226.8+0051,3.06E-12,7.91E-13,2.5434813,fsrq,336.6939042,0.8698143222,2.262,LSP,1.39E-12,-inf,PKS B2224+006
4FGL J2231.0-4416,4.32E-12,4.22E-13,2.42652,fsrq,337.7351788,-44.27497018,1.326,LSP,1.70E-12,10.2894,PKS 2227-445
4FGL J2235.3-4836,1.05E-11,5.38E-13,2.510891,fsrq,338.8051524,-48.59966515,0.51,LSP,3.18E-12,67.6636,PKS 2232-488
4FGL J2236.3+2828,4.10E-11,1.09E-12,2.2683668,fsrq,339.0936285,28.4826148,0.79,LSP,7.01E-12,39.4394,B2 2234+28A
4FGL J2237.0-3921,5.44E-12,4.72E-13,2.38055,fsrq,339.2837856,-39.36058051,0.297,LSP,2.47E-12,37.6963,NVSS J223708-392137
4FGL J2239.2-5657,1.36E-12,3.29E-13,2.2719483,fsrq,339.8003163,-57.01689987,0.569,,0,-inf,PKS 2236-572
4FGL J2244.2+4057,5.49E-11,1.71E-12,2.118561,fsrq,341.0530464,40.95378345,1.171,LSP,4.17E-12,71.1779,TXS 2241+406
4FGL J2247.5-3700,6.75E-12,6.96E-13,2.4237442,fsrq,341.7658691,-36.96289063,2.252,LSP,6.25E-13,-inf,PKS 2244-37
4FGL J2248.7-3235,5.07E-12,5.19E-13,2.7611105,fsrq,342.1611906,-32.59783006,2.268,LSP,7.70E-13,-inf,PKS 2245-328
4FGL J2248.9+2106,3.09E-12,5.34E-13,2.298017,fsrq,342.2523613,21.1174543,1.274,LSP,7.28E-13,-inf,PKS 2246+208
4FGL J2256.0-2740,1.10E-11,1.39E-12,3.0227165,fsrq,344.000649,-27.59892206,1.751,LSP,3.87E-13,-inf,PKS 2253-278
4FGL J2258.1-2759,2.69E-11,1.38E-12,2.4142509,fsrq,344.5248453,-27.97257133,0.926,LSP,9.89E-12,14.6755,PKS 2255-282
4FGL J2259.7-3549,3.16E-12,4.35E-13,2.2787406,fsrq,344.9242763,-35.81295196,0.753,LSP,2.84E-13,26.3005,NVSS J225941-354846
4FGL J2300.7-2645,7.93E-12,8.14E-13,2.4053926,fsrq,345.1062622,-26.73966217,1.476,LSP,2.45E-13,-inf,PKS 2257-270
4FGL J2301.0-0158,8.65E-12,6.19E-13,2.4443276,fsrq,345.2832436,-1.967940464,0.778,LSP,1.56E-12,13.624,PKS B2258-022
4FGL J2311.8+4541,4.76E-12,5.51E-13,2.636568,fsrq,347.9475403,45.73222733,1.447,LSP,8.08E-13,-inf,MG4 J231144+4543
4FGL J2320.8-0823,1.63E-12,4.45E-13,2.6480017,fsrq,350.3260498,-8.455978394,3.164,LSP,1.00E-13,-inf,PKS 2318-087
4FGL J2321.9+3204,3.26E-11,1.25E-12,2.2558124,fsrq,350.4789833,32.06878405,1.489,LSP,1.86E-12,25.0748,B2 2319+31
4FGL J2321.9+2734,7.17E-12,6.14E-13,2.1519346,fsrq,350.499426,27.54623438,1.253,LSP,1.62E-12,49.5646,4C +27.50
4FGL J2322.1+4440,2.57E-12,5.28E-13,2.3436737,fsrq,350.5848253,44.76176491,1.31,LSP,6.95E-13,-inf,B3 2319+444
4FGL J2323.5-0317,4.46E-11,1.23E-12,2.2643836,fsrq,350.8831406,-3.284728839,1.393,LSP,3.31E-12,54.2935,PKS 2320-035
4FGL J2323.6-0617,3.05E-12,4.77E-13,2.3998632,fsrq,350.912974,-6.299788864,2.144,LSP,2.71E-13,-inf,TXS 2321-065
4FGL J2325.4-3559,1.59E-11,7.34E-13,2.3218386,fsrq,351.3692017,-35.96505356,0.36,LSP,1.59E-12,14.9063,CTS 0490
4FGL J2327.5+0939,2.12E-11,9.57E-13,2.6927953,fsrq,351.889919,9.669295208,1.843,LSP,1.68E-12,-inf,PKS 2325+093
4FGL J2328.3-4036,2.27E-11,1.10E-12,2.3817308,fsrq,352.0802702,-40.58606829,1.972,LSP,1.36E-12,44.3969,PKS 2325-408
4FGL J2329.0+0832,3.42E-12,7.10E-13,2.474708,fsrq,352.2741115,8.571070606,0.948,LSP,2.13E-13,-inf,PMN J2329+0834
4FGL J2329.3-4733,4.16E-12,5.74E-13,2.507463,fsrq,352.3237681,-47.50530966,1.302,LSP,2.39E-12,-inf,PKS 2326-477
4FGL J2330.5+1102,5.15E-12,6.56E-13,2.7867525,fsrq,352.6702177,11.00519716,1.489,LSP,2.77E-12,-inf,4C +10.73
4FGL J2331.0-2147,1.10E-11,1.17E-12,2.4381886,fsrq,352.7667737,-21.80423261,0.563,LSP,6.80E-13,17.7937,PMN J2331-2148
4FGL J2331.3-1558,2.80E-12,5.83E-13,2.5420866,fsrq,352.9110518,-15.94916939,1.153,LSP,9.85E-13,-inf,PKS 2329-16
4FGL J2332.1-4118,1.98E-12,4.45E-13,2.2736459,fsrq,353.0793679,-41.31043945,0.671,LSP,9.53E-13,30.9566,PKS 2329-415
4FGL J2333.4-0133,3.94E-12,4.45E-13,2.5112414,fsrq,353.3195496,-1.518718362,1.062,LSP,5.46E-13,-inf,PKS B2330-017
4FGL J2334.2+0736,6.68E-12,6.70E-13,2.4706018,fsrq,353.5534507,7.607653136,0.401,LSP,2.56E-12,-inf,TXS 2331+073
4FGL J2335.4-0128,7.23E-12,7.02E-13,2.4672556,fsrq,353.8350502,-1.519330928,1.182,LSP,1.04E-12,-inf,PKS 2332-017
4FGL J2336.6-4115,8.43E-12,5.61E-13,2.326325,fsrq,354.1416045,-41.25610666,1.406,LSP,2.32E-12,18.3518,PKS 2333-415
4FGL J2338.0-0230,1.19E-11,7.27E-13,2.4904866,fsrq,354.4889128,-2.516008128,1.071,LSP,4.00E-12,48.1471,PKS 2335-027
4FGL J2348.0-1630,2.81E-11,1.09E-12,2.338661,fsrq,357.0108688,-16.52000614,0.576,LSP,6.27E-12,50.2146,PKS 2345-16
4FGL J2349.4+0534,3.43E-12,5.54E-13,2.4666255,fsrq,357.3377146,5.577742372,0.419,LSP,1.86E-12,16.5293,TXS 2346+052
4FGL J2354.1-0958,1.51E-12,4.43E-13,2.438216,fsrq,358.5231041,-9.963618825,0.989,LSP,2.81E-13,-inf,PMN J2354-0957
4FGL J2354.6+4554,2.93E-12,5.32E-13,2.3059368,fsrq,358.5903342,45.88451012,1.992,LSP,6.84E-13,-inf,4C +45.51
4FGL J2354.9+8151,3.79E-12,6.06E-13,2.5367713,fsrq,359.0949747,81.88118198,1.344,LSP,2.06E-12,-inf,S5 2353+81
4FGL J2357.8-5311,7.59E-12,6.15E-13,2.6373534,fsrq,359.4719419,-53.18713597,1.006,LSP,3.45E-12,16.9539,PKS 2355-534
4FGL J2358.3-1021,1.09E-11,6.46E-13,2.5930922,fsrq,359.5453433,-10.33572539,1.638,LSP,1.43E-12,-inf,PKS 2355-106
4FGL J2359.0+3922,2.90E-12,5.73E-13,2.3477888,fsrq,359.7493965,39.37452943,1.198,LSP,1.28E-12,-inf,B2 2356+39
4FGL J2359.2-3134,1.56E-12,3.80E-13,2.604698,fsrq,359.8978882,-31.56217384,0.99,LSP,4.17E-13,-inf,PKS 2357-318
4FGL J0102.8+5824,4.73E-11,1.59E-12,2.2917833,fsrq,15.69067658,58.40309351,0.644,LSP,2.21E-11,43.6534,TXS 0059+581
4FGL J0109.7+6133,3.53E-11,1.90E-12,2.6183212,fsrq,17.44310147,61.55845991,0.783,LSP,2.76E-12,-inf,TXS 0106+612
4FGL J0228.7+6718,7.86E-12,1.23E-12,2.5844798,fsrq,37.20854789,67.35084149,0.523,LSP,5.24E-12,-inf,4C +67.05
4FGL J0253.9+5103,1.39E-11,1.03E-12,2.468202,fsrq,43.49003318,51.04901555,1.732,LSP,2.70E-13,21.6876,TXS 0250+508
4FGL J0347.0+4844,6.26E-12,1.11E-12,2.576533,fsrq,56.79838886,48.71040927,2.043,LSP,2.83E-12,-inf,IVS B0343+485
4FGL J0358.9+6004,7.98E-12,1.07E-12,2.5969458,fsrq,59.76099969,60.08946378,0.455,LSP,5.46E-12,-inf,TXS 0354+599
4FGL J0359.6+5057,3.48E-11,2.16E-12,2.6621168,fsrq,59.87394699,50.96393387,1.52,LSP,1.37E-11,-inf,NRAO 150
4FGL J0533.3+4823,3.11E-11,1.16E-12,2.408905,fsrq,83.31610748,48.3813355,1.16,LSP,6.68E-12,34.0696,TXS 0529+483
4FGL J0555.6+3947,1.49E-11,1.11E-12,2.758912,fsrq,88.87835674,39.81365694,2.365,LSP,1.75E-12,-inf,B2 0552+39A
4FGL J0601.4+2320,1.04E-11,1.62E-12,2.754721,fsrq,90.44732097,23.414857,0.274,LSP,2.04E-12,-inf,MG2 J060149+2324
4FGL J0643.3+0857,3.08E-11,1.84E-12,2.550468,fsrq,100.8601877,8.960558892,0.882,LSP,3.92E-12,22.4933,PMN J0643+0857
4FGL J0648.4-1743,1.62E-11,1.37E-12,2.4521446,fsrq,102.1187438,-17.73484422,1.232,LSP,1.31E-12,90.7018,TXS 0646-176
4FGL J0656.3-0322,3.23E-11,1.94E-12,2.566331,fsrq,104.0463357,-3.385217381,0.634,LSP,1.58E-12,10.5219,TXS 0653-033
4FGL J0659.9+1709,5.05E-12,7.10E-13,2.550457,fsrq,105.0063564,17.15602814,1.08,,0,-inf,TXS 0657+172
4FGL J0709.7-0255,3.04E-11,1.20E-12,2.2852013,fsrq,107.4377275,-2.921526875,1.472,LSP,3.35E-12,32.3296,PMN J0709-0255
4FGL J0721.3+0405,1.42E-11,8.90E-13,2.5645173,fsrq,110.3496249,4.112281403,0.665,LSP,1.33E-12,-inf,PMN J0721+0406
4FGL J0730.3-1141,1.40E-10,2.29E-12,2.2953987,fsrq,112.5796353,-11.6868335,1.589,LSP,1.49E-11,44.8779,PKS 0727-11
4FGL J0845.7-5556,5.38E-12,7.61E-13,2.2851,fsrq,131.4569991,-55.92409502,0.433,LSP,8.21E-13,-inf,PMN J0845-5555
4FGL J0922.7-3959,9.31E-12,8.88E-13,2.6060514,fsrq,140.6934094,-39.99307449,0.595,LSP,2.05E-12,-inf,PKS 0920-39
4FGL J1038.8-5312,2.18E-11,1.33E-12,2.7373202,fsrq,159.6694047,-53.19535292,1.45,LSP,1.40E-12,-inf,MRC 1036-529
4FGL J1145.7-6949,4.93E-12,9.11E-13,2.6875026,fsrq,176.473434,-69.90049934,0.244,LSP,9.58E-12,-inf,PKS 1143-696
4FGL J1147.4-6758,4.21E-12,1.10E-12,2.5480072,fsrq,176.8891647,-67.89493607,0.21,LSP,6.52E-12,-inf,PKS 1145-676
4FGL J1514.8-4748,1.76E-11,1.12E-12,2.3864365,fsrq,228.6667691,-47.80829373,1.5512,LSP,2.94E-12,27.9115,PMN J1514-4748
4FGL J1610.3-3958,1.44E-11,1.41E-12,2.582702,fsrq,242.5911629,-39.98286931,0.518,LSP,5.22E-12,24.8353,PMN J1610-3958
4FGL J1617.3-5849,1.44E-11,1.39E-12,2.5351884,fsrq,244.3245469,-58.80218341,1.414,LSP,3.08E-12,-inf,MRC 1613-586
4FGL J1628.8-6149,1.09E-11,1.08E-12,2.6405869,fsrq,247.2278742,-61.87677725,2.578,,0,-inf,LQAC 247-061
4FGL J1656.3-3301,1.90E-11,1.83E-12,2.7887604,fsrq,254.0702543,-33.03633244,2.4,LSP,6.78E-13,-inf,2MASS J16561677-3302127
4FGL J1717.6-5154,1.11E-11,1.52E-12,2.586935,fsrq,259.3945491,-51.92553468,1.158,LSP,7.32E-13,-inf,PMN J1717-5155
4FGL J1802.6-3940,5.61E-11,1.82E-12,2.3674352,fsrq,270.6778335,-39.66886341,0.296,LSP,4.79E-12,24.2055,PMN J1802-3940
4FGL J1830.1+0617,1.27E-11,1.18E-12,2.3734539,fsrq,277.5247494,6.321097856,0.745,LSP,1.88E-12,13.1287,TXS 1827+062
4FGL J1955.2+1358,1.07E-11,1.11E-12,2.40872,fsrq,298.7982141,13.97117809,0.743,LSP,6.28E-12,-inf,87GB 195252.4+135009
4FGL J2038.7+5117,1.08E-11,2.26E-12,2.5731895,fsrq,309.6543114,51.32018404,1.686,LSP,2.94E-12,-inf,3C 418
4FGL J2201.8+5048,5.99E-11,1.62E-12,2.6604488,fsrq,330.4314052,50.81566367,1.899,LSP,1.14E-12,23.0073,NRAO 676
